280	o16flame	float	0.	-	Oxygen mass fraction for ne-ox problems.	
281	timenew	float	0.	s	When the flame became RT unstable.	
282	sharp1	float	0.	-	Sharp1 parameter.	
283	sharpr	float	1.	cm/s	Minimum speed from convection.	
284	sharp2	float	0.	-	Sharp2 parameter.	
285	newflam	integer	0	-	(Edit only.).	
286	taunu	integer	0	s	Time scale for the neutrino pulse considered by the BURN coprocessor in calculating neutrino-induced nucleosynthesis after core collapse.	
287	enu53	float	3.	1.e+53 erg	Total energy for the neutrino pulse considered by the BURN coprocessor in calculating neutrino- induced nucleosynthesis after core collapse.	
288	tmunu	float	8.	MeV	Temperature of the \(\mu\) and \(\tau\) neutrinos in the neutrino pulse considered by the BURN coprocessor in calculating neutrino- induced nucleosynthesis after core collapse.	
289	tenu	float	4.	MeV	Temperature of the electron neutrinos in the neutrino pulse considered by the BURN coprocessor in calculating neutrino-induced nucleosynthesis after core collapse.	
290	noiland	integer	1	-	If noiland (p 290) \(&gt;\) 0, prevent separated islands of zones employing the ISE network from developing by not letting zone j go to ISE unless zone j - 1 has already done so.	
291	charsizg	float	1.	-	Graphics character size for grid labels (relative to MONGO&#8217;s default character size).	
292	charsizc	float	0.85	-	Graphics character size for curve labels (relative to MONGO&#8217;s default character size).	
293	charsizz	float	0.85	-	Graphics character size for zone sentinels (relative to MONGO&#8217;s default character size).	
294	charsizh	float	1.	-	Graphics character size for header info (relative to MONGO&#8217;s default character size).	
295	widthtd	float	60.	-	Obsolete.	
296	ibackgnd	integer	-1	-	Graphics window background color is white if ibackgnd (p 296) \(&lt;\) 0 and black if ibackgnd (p 296) \(&lt;\) 0.	
297	dscalem	float	1.9892e+33	g	Mass units used for the internal mass coordinate, ymass, used for dumping purpos~s.	
298	ngridmin	integer	10	-	Minimum number of points allowed in a dump grid.	
299	ncycqq	integer	5	-	Number of KEPLER cycles between post-processor dump cycles, i.e., calls to dumpq.	
300	lentrack	integer	16384	byte	Length of the track(s) assigned to each dump variable in the post-processor dump(s).	
301	idtmaxl	integer	40	-	Maximum number of post-processor dump cycles beyond the currently-specified dump cycle (LTIME) that readq will search to try to get values for each point in the &#8216;advanced&#8217; grid formed from dump variable values at or beyond ltime.	
302	idtlook	integer	10	-	Default number of post-processor dump cycles between LOOK plots or prints or reconstructed TIMEMAP grids.	
303	backfacq	float	0.5	-	If the fractional change in a dump variable since the last dump cycle exceeds backfacq (p 303) * ratzdump(IDAT), then also dump the old value of that variable at the previous (dump cycle) time point, where backfacq (p 303) * ratzdump(IDAT) is the (previously specified) maximum allowed fractional change between dumps of this zonal dump variable (indexed by idat).	
304	tempstop	float	1.e+99	K	Terminate the problem when the central temperature reaches TEMPSTOP.	
305	denstop	float	1.e+99	g/cm**3	Terminate the problem when the central density reaches denstop (p 305).	
306	vinstop	float	1.e+99	cm/s	Terminate the problem when the infall velocity below vinstopm (p 462) exceeds vinstop (p 306).	
307	o16stop	float	-1.	-	Terminate the problem when the o16 mass-fraction drops below o16stop (p 307) provided the central temperature exceeds tqselim (p 184).	
308	timezms	float	1.e+99	s	Time at which to make the zero-age-main-sequence (ZAMS) parameter changes and restart dump (typically 1.e+12).	
309	izonezms	integer	1	-	Reset the value of izonef (p 86) to izonezms (p 309) at the time specified by timezms (p 308).	
310	q1faczms	float	0.1	-	Reset the value of q1fac (p 13) to q1faczms (p 310) at the time specified by timezms (p 308).	
311	tempcig	float	1.e+99	K	Central temperature at which to make the pre-carbon-ignition parameter changes and restart dump (typically 5.e+8).	
312	yflrxcig	float	0.003	-	Reset the value of yfloorx (p 47) to yflrxcig (p 312) when the central temperature specified by tempcig (p 311) is reached.	
313	fmaxmcig	float	1.	-	Reset the value of fmaxm (p 195) to fmaxmcig (p 313) when the central temperature specified by tempcig (p 311) is reached if fmaxmcig (p 313) \(&gt;\) 0.	
314	fmax0cig	float	1.	-	Reset the value of fmax0 (p 150) to fmax0cig (p 314) when the central temperature specified by tempcig (p 311) is reached if fmax0cig (p 314) \(&gt;\) 0.	
315	toffset	float	0.	s	Cumulative amount of time by which the problem time has been offset by zerotime commands.	
316	abunminb	float	0.0001	-	Lower mass-fraction limit of the isotopic abundance plot.	
317	abunmaxb	float	1.	-	Upper mass-fraction limit of the isotopic abundance plot.	
318	numiso	integer	0	-	Number of BURN isotopes to be plotted, starting from the first one listed by the most recent setiso command.	
319	timeref	float	-1.e+99	s	Reference time used in calculating the time coordinate in timeplots and timemaps.	
320	tosetref	float	0.	s	Reference offset time used in calculating the time-coordinate for timeplots and timemaps.	
321	timecmin	float	0.	-	Minimum value of the time-coordinate to be plotted in timeplots and timemaps (time coordinate units, see maptime (p 327)).	
322	timecmax	float	0.	-	Maximum value of the time-coordinate to be plotted in timeplots and timemaps (time coordinate units, see maptime (p 327)).	
323	yemax	float	0.498	mol/g	Maximum value of \(Y_\mathrm{e}\) allowed when initializing a new ISE zone.	
324	abarsemi	float	4.	g/mol	Value of the zonal mean atomic weight, \(\bar{A}\), used to divide the star into two regions with separately specifiable values of the semiconvective mixing rate and the overshoot mixing coefficient.	
325	drmultlo	float	DRMULT	-	Semiconvective mixing will be slower than thermal transport by at least drmultlo (p 325) (about 0.1) in zones where the mean atomic weight, \(ABAR\), is below abarsemi (p 324).	
326	woverslo	float	WOVERSHT	-	The semiconvective test parameter, \(W\), is taken to be \(W\) = woverslo (p 326) * abs ( log(T1/T0)) for the special overshoot semiconvective zones where \(W\) would otherwise be less than 0 and when \(\bar{A}\) &lt; abarsemi (p 324).	
327	maptime	integer	2	-	Flag indicating the desired time coordinate in timeplots and timemaps.	
328	vminmap	float	1.e+99	-	Minimum value of the time map variable to be mapped.	
329	vmaxmap	float	-1.e+99	-	Maximum value of the timemap variable to be mapped.	
330	vratmap	float	1.e-99	-	Minimum ratio of the minimum timemap variable limit to the maximum timemap variable limit in the case when the actual minimum value of the current timemap variable would otherwise be used as the minimum timemap limit.	
331	tempcdep	float	1.e+99	K	If the central temperature is \(\ge\) tempcdep (p 331), then make a restart dump labeled #cdep, execute the alias-defined cdep command, and reset tempcdep (p 331) to 1.e+99.	
332	o16odep	float	-1.e+99	-	If the central oxygen abundance is \(\ge\) o16odep (p 332) and the central temperature is \(\ge\) tqselim (p 184), then make a restart dump labelled #odep, execute the alias-defined odep command, and reset o16odep (p 332) to -1.e+99.	
333	tempchar	float	1.e+99	K	If the central temperature is \(\ge\) tempchar (p 333), then make a restart dump labeled with #tn and the current cycle number, reset tempchar (p 333) to 1.e+99, and finally execute the alias-defined tnchar command.	
334	denchar	float	1.e+99	g/cm**3	If the central density is \(\ge\) denchar (p 334), then make a restart dump labeled with #dn and the current cycle number, reset denchar (p 334) to 1.e+99, and finally execute the alias-defined dnchar command.	
335	abarchar	float	1.e+99	-	If the central mean atomic weight (ABAR) is \(\ge\) abarchar (p 335), then make a restart dump labelled with #ab and the current cycle number, reset abarchar (p 335) to 1.e+99, and finally execute the alias-defined abchar command.	
336	zonemmin	float	1.e-99	g	Minimum mass that a pair of zone may have and still be allowed to be adzoned.	
337	icalcne	integer	0	-	Calculate more accurate electron densities in partially ionized regions if icalcne (p 337) \(&gt;\) 0 using Lisa Ensman&#8217;s multiple-ion, Saba equilibrium subroutine, CALCNE.	
338	xneconv	float	1.e-5	-	Maximum allowable fractional convergence error in the electron density calculated by subroutine calcne.	
339	ionflag	integer	0	-	Determine calculation of ionization.	
340	xnemin	float	1.e-5	-	Minimum mass fraction for which an element is included in the calculation of Saha ionization equilibrium done in subroutine calcne.	
341	xkapgam	float	0.054	cm**2/g	Assumed effective opacity for the deposition of gamma ray energy from the radioactive decay of \(^{56}\mathrm{Ni}\) and \(^{56}\mathrm{Co}\), as controlled by timex0 (p 38).	
342	egamp	float	0.6	-	Dimensionless correction factor used in calculating the escape of gamma rays from the radioactive decay of Ni56 and \(^{56}\mathrm{Co}\), as controlled by timex0 (p 38).	
343	tshock	float	1.e+99	s	If the problem time is \(\ge\) tshock (p 343), then make a restart dump labelled #shock, reset tshock (p 343) to 1.e+99, and finally execute the alias-defined tshock command.	
344	tnucleo	float	1.e+99	-	If the problem time is \(\ge\) tnucleo (p 344), then make a restart dump labelled #nucleo, reset tnucleo (p 344) to 1.e+99, and finally execute the alias-defined tnucleo command.	
345	tenvel	float	1.e+99	-	If the problem time is \(\ge\) tenvel (p 345), then make a restart dump labeled #envel , reset tenvel (p 345) to 1.e+99, and finally execute the alias-defined tenvel command.	
346	nfirstq	integer	0	-	Default value of the first cycle to be read or plotted in making post-processor edits, time plots, or timemaps.	
347	xlmxmult	float	1.	-	Obsolete.	
348	binm10	float	TOTM0	Msun	The initial mass of the star being evolved (primary).	
349	binm20	float	0.	Msun	The initial mass of the binary companion star.	
350	binalp	float	1.	-	[PJH92]&#8216;s alpha parameter, related to the angular momentum of the mass lost in binary transfer.	
351	binbet	float	1.	-	[PJH92]&#8216;s beta parameter.	
352	bina0	float	2.	AU	Initial binary separation.	
353	binmdt	float	0.001	Msun/yr	Mass loss rate due to binary mass transfer assumed when the primary stars exceeds its Roche radius.	
354	rocher	float	1.e+99	cm	Current Roche radius.	
355	xlanger1	float	0.	-	Langer mass loss rate parameter 1.	
356	xlanger2	float	0.	-	Langer mass loss rate parameter 2.	
357	iburnye	integer	0	-	Initialization of ISE zones with \(Y_\mathrm{e}\) taken from the BURN network.	
358	relmult	float	0.	-	Multiplier on GR corrections.	
359	geemult	float	1.	-	Multiplier on gravitational constant.	
360	grbparm	float	0.	-	Energy deposition for GRB modelling.	
361	swmult	float	0.	-	Obsolete.	
362	tsharp	float	0.	-	A parameter for Type Ia SNe simulations.	
363	xmlossn	float	0.	-	Multiplier on Niewenhuijzen &amp; de Jager mass loss rate.	
364	nangmix	integer	0	-	Enable rotationally-induced mixing.	
365	angfmu	float	1.	-	Molecular weight sensitivity of rotational mixing processes.	
366	angfc	float	1.	-	Efficiency of chemical mixing by rotational instabilities.	
367	angfjc	float	1.	-	Efficiency of angular momentum transport by (semi)convection.	
368	angrcrit	float	2500.	-	Critical Reynolds number (affects secular shear instability).	
369	angric	float	0.25	-	Critical Richardson number (do not change).	
370	angfjdsi	float	1.	-	General efficiency multiplier for dynamical shaer instability.	
371	angfjshi	float	1.	-	General efficiency multiplier for Solberg-Hoiland instability.	
372	angfjssi	float	1.	-	General efficiency multiplier for secular shear instability.	
373	angfjez	float	1.	-	General efficiency multiplier for Eddington-Sweet circulation.	
374	angfjgsf	float	1.	-	General efficiency multiplier for Goldreich-Schubert-Fricke instability.	
375	fmin	float	1.	-	Under-relaxation factor on the corrections taken each iteration in the Henyey-solver.	
376	ncnvout	integer	0	-	Write out convection plot file data (*.cnv) every ncnvout (p 376) cycles.  Off when 0.	
377	kaptab	integer	1	-	Select opacity table.	
378	fkapz	float	1.	-	Multiplier on metallicity used in OPAL opacities.	
379	zfakexp	float	0.5	-	Metallicity-dependence of the mass loss.	
380	angsmt	float	1.	-	Secular rotational mixing processes may not change by more than that per time-step.	
381	nangsmg	integer	2	-	Smooth some gradients used for computation of the rotational instabilities over that much grid points on either side. A Gaussian smoothing profile is used.	
382	angsml	float	0.001	-	Secular rotational mixing processes may change by at least that fraction for the local zonal diffusion time-scale.	
383	angsmm	float	0.001	-	Secular rotational mixing processes may change by at least that fraction of the total diffusion coefficient.	
384	ipapsize	integer	6120792	-	Paper dimensions in points (inch/72).	
385	hstatxm	float	1.e+99	g	Interior mass coordinate above which hydrostatic stratification is assumed.	
386	hstatym	float	-1.e+99	g	Surface mass coordinate above which hydrostatic stratification is assumed.	
387	xmlossw	float	0.	-	Multiplier on WR mass loss rate.	
388	iold	integer	0	-	Set to value other than 0 to use old physics - mostly fix that energy generation in APPROX did not include neutrino losses and mass excess but only considered differences in binding energy. These are used as flags.	
389	rhotrans	float	1.e+7	-	Some SNIa stuff.	
390	nwndout	integer	0	-	Write out wind data to wind file nameprob.wnd every nwndout (p 390) cycles.  Off when 0.	
391	kapverb	integer	0	-	Verbostiy of opacity subroutine. Zero gives no messages.	
392	xl0limf	float	4.	-	Multiplier on limiting flux in radiation flux limiter.	
393	xl0limk	float	0.	-	Limiting flux multiplied by.	
394	llimout	integer	1	-	Limit to radiative flux of outer zone only if set to 1 (old behaviour), otherwise limit to flux of the hotter zone (upper or lower).	
395	nenout	integer	0	-	Write out total energies in file nameprob.ent every nenout cycles.  Set to zero to turn off.	
396	ipromin	integer	1	-	Minimum zone for production factor/yield plot.	
397	ipromax	integer	99999	-	Maximum zone for production factor/yield plot.	
398	iprownd	integer	1	-	Take into account wind when computing production factors/yields.	
399	iproyld	integer	0	-	Determines the BURN abundance plot type (plot 9).	
400	minapro	integer	-1000	-	Minimum mass number for production factor/yield plot; automatic determination if set \(-99\).	
401	maxapro	integer	-1000	-	Maximum mass number for production factor/yield plot; automatic determination if set LE -99.	
402	proymin	float	1.e-10	-	Minimum value for yield in BURN plot types 1, 2 and 6 (iproyld (p 399)).	
403	proymax	float	1000.	-	Maximum value for yield in BURN plot types 1, 2 and 6 (iproyld (p 399)).	
404	xkdmin	float	1.e-20	-	Minimum value for density used in subroutine kappa.	
405	h1hdep	float	0.01	-	Central hydrogen abundance at which the #hdep dump is made.	
406	he4hedep	float	0.01	-	Central helium abundance at which the #hedep dump is made.	
407	nenuout	integer	0	-	Cycle frequency used to write *.enu data file.	
408	optconv	float	2./3.	-	Minimum optical depth below (i.e., outside of) which zone are not allowed to become convective.	
409	rloss	float	1.e+99	-	Maximum radius beyond which zones are removed from star, similar to vloss (p 271).	
410	tloss	float	-1.e+99	-	Minimum temperature below which zones are removed from star, similar to vloss (p 271) and rloss (p 409).	
411	tapprox	float	-1.e+99	-	Change zones back to APPROX network if temperature drops below tapprox (p 411).	
412	semilan	float	0.	-	\(\alpha\) efficiency parameter for semiconvection according to [Lan83].	
413	profmin	float	0.0001	-	Minimum value for production factor in BURN plot types 0 and 5 (iproyld (p 399)).	
414	profmax	float	1000.	-	Maximum value for production factor in BURN plot types 0 and 5 (iproyld (p 399)).	
415	proamin	float	1.e-12	-	Minimum value for the mass fraction BURN plot types 3, 4 and 7 (iproyld (p 399)).	
416	proamax	float	1000.	-	Maximum value for the mass fraction BURN plot types 3, 4 and 7 (iproyld (p 399)).	
417	yelimb	float	0.497	-	Minimum value of yeburn below which no BURN co-processing is considered.	
418	irecb	integer	0	-	Record maximum abundances in BURN network (and save in the restart dumps if set to 1.	
419	bmasslow	float	-1.e+99	-	Mass coordinate below which no BURN co-processing is considered.	
420	si28dep	float	0.0001	-	Central si28 mass fraction at which the #sidep dump is made, if the mass fractions of o16 and he4 are below 0.01.	
421	ivspecl	integer	0	-	Version of the special rate set to use.	
422	ivrate	integer	1	-	Version of the APPROX network rate subroutine to use.	
423	magnet	integer	0	-	Switch to enable magnetic fields according to [Spr02].	
424	nosht	integer	2	-	Convective zones are bound by overshooting layer only of they are at least nosht (p 424) zones thick.	
425	alpth	float	1.	-	Efficiency factor for thermohaline convection.	
426	abarstep	float	1.e+99	-	No rezoning is performed when the region under consideration contains a step in \(\bar{A}\) of more than abarstep (p 426).	
427	zbarstep	float	1.e+99	-	No rezoning is performed when the region under consideration contains a step in \(\bar{Z}\) of more than zbarstep (p 427).	
428	xmustep	float	1.e+99	-	No rezoning is performed when the region under consideration contains a step in the mean molecular weight, \(\mu=\bar{A}/(1+\bar{Z})\) of more than xmustep (p 428).	
429	netmin	integer	1	-	Minimum APPROX network number until which BURN coprocessing is followed.	
430	awcorot	float	-1.	-	Make the outermost ymcorot (p 431) rotate with angular velocity awcorot (p 430).  Off if \(&lt;\) 0..	
431	ymcorot	float	-1.	-	Make the outermost ymcorot (p 431) rotate with angular velocity awcorot (p 430).  Off if \(&lt;\) 0..	
432	nstrout	integer	0	-	Write out structure data file nameprob.str every nstrout (p 432) time steps.	
433	mixcycl	integer	0	-	Determine when during cycle &#8220;&#8221;mixing&#8221; is being done.	
434	lburn	integer	0	-	Substitute BURN network for APPROX network (including energy generation, \(\bar{A}\), \(\bar{Z}\), \(\ldots\)) when set to 1.	
435	lbbkup	integer	2	-	This parameter regulates the behaviour of lburn (p 434).	
436	rlossmin	float	1.	-	Minimum radius for which to apply vloss (p 271).	
437	lcout	integer	0	-	Number of outer layers to be written in light curve output file, .lc.	
438	xmagfmu	float	1.	-	Multiply \(\mu\)-gradient considered in magnetic field model by this factor.	
439	xmagft	float	1.	-	Multiply \(T\)-gradient considered in magnetic field model by this factor.	
440	xmagfnu	float	1.	-	Multiply eddy viscosity by considered in magnetic field model this factor.	
441	xmagfdif	float	1.	-	Multiply eddy diffusivity in magnetic field model by this factor.	
442	dxncbkup	float	1.e-7	-	Backup if abundance change vector dy returned from burn implies a mass non-conservation larger than dxncbkup.	
443	iplotb	integer	0	-	Control isotope/network used in abundance plots, Plot 3.	
444	minzone	integer	1	-	Do not rezone the innermost minzone (p 444) zones.	
445	zonemmax	float	1.e+99	-	Do not dezone zones bigger than zonemmax (p 445).	
446	tenubar	float	-1.	MeV	Electron anti-neutrino temperature for core collapse neutrino flux.	
447	levcnv	integer	1	-	Number of levels per dex for .cnv output file.	
448	mingain	integer	-1	-	log of minimum energy generation (nuclear + neutrinos) for .cnv output file.	
449	minloss	integer	-1	-	log of minimum energy loss (nuclear + neutrinos) for .cnv output file.	
450	minnucl	integer	-1	-	log of minimum nuclear energy loss for .cnv output file.	
451	ddmin	float	-1.	-	Minimum density for dezoning.	
452	iazonef	integer	1	-	Flag to switch off adzoning.	
453	dynfac	float	1.	-	Multiplier on dynamic time-scale used to determine whether to treat problem (zones) as &#8220;dynamic&#8221; or &#8220;static&#8221; in subroutine update.	
454	h1hburn	float	0.4	-	Hydrogen mass fraction at which to make the #hburn dump.	
455	c12heign	float	0.01	-	Carbon mass fraction at which to make the #heign dump.	
456	he4hebrn	float	0.5	-	Helium mass fraction at which to make the #heburn dump.	
457	zonermin	float	-1.	-	Minimum zone thickness below which no adzoning is allowed.	
458	zonermax	float	-1.	-	Maximum zone thickness above which no dezoning is allowed.	
459	xmixnova	float	0.	-	Extent (in mass) of a linear composition gradient between substrate and newly accreted material.	
460	accmass	float	0.	-	Determine accretion mass.	
461	accmassf	float	1.4142	-	The mass of newly accreted zone is may not differ by more than a factor (or fraction) accmassf (p 461) from the current outermost zone.	
462	vinstopm	float	1.e+99	-	
463	lowamul	integer	0	-	Minimum mass number for which weak rates are modified.	
464	pdmult	float	1.	-	Multiplier on positron decay/electron capture rate for lowamul (p 463) \(\leq\) ihwamul (p 466).	
465	edmult	float	1.	-	Multiplier on electron decay rate for lowamul (p 463) \(\leq\) ihwamul (p 466).	
466	ihwamul	integer	0	-	Maximum mass number for which weak rates are modified.	
467	kapburn	integer	0	-	Use of BURN abundances for opacity.	
468	fackap	float	1.	-	Multiply opacity and its derivatives by fackap (p 468).	
469	awwkloss	float	1.e+99	-	Remove all outer shells that have an angular velocity angwwk -times bigger than Keplerian velocity.	
470	lossrot	integer	0	-	Use Langer&#8217;s (1998) formula for rotationally enhanced mass loss.	
471	ymjkep	float	-1.e+99	-	Reduce angular momentum to Keplerian angular momentum in the surface layes down to an exterior mass of ymjkep (p 471) if it exceeds Keplerian rotation.	
472	maxzone	integer	0	-	Do not rezone outermost maxzone (p 472) zones.	
473	cfakexp	float	0.	-	Metallicity dependent mass loss scaling with C abundance for cool Pop III stars.	
474	minnucg	integer	-1	-	log of minimum nuclear energy generation for .cnv output file.	
475	mingaind	integer	21	-	log of minimum energy generation (nuclear + neutrinos) per cm for .cnv output file.	
476	minlossd	integer	21	-	
477	minnucgd	integer	21	-	log of minimum nuclear energy generation per cm for .cnv output file.	
478	minnucld	integer	21	-	log of minimum nuclear energy loss per cm for .cnv output file.  output file.	
479	tweakmin	float	0.5	1.e+9 K	Minimum temperature  for weak rates.	
480	centmult	float	0.	-	Multiplier on simplistic centrifugal force.	
481	mixout	integer	0	-	Write out mixing file nameprob.mix every mixout (p 481) cycles.	
482	irprox	integer	1	-	Determine use of RPROX network.	
483	n14pg	integer	0	-	If set to one, multiply the first term of the CF88 N14(p,g) rate by 0.54.	
484	r3amult	float	1.	-	Multiplier on triple-alpha reaction rate.	
485	ibwarn	integer	1	-	Set BURN date warning messages.	
486	ifallbk	integer	0	-	Activate fallback treatment.	
487	xnumu12	float	0.	-	Neutrino magnetic moment in units of \(10^{-12}\mu_{\mathrm{B}}\).	
488	nzsave	integer	0	-	Number of older z files to save.	
489	axion	float	0.	-	Axion mass eV.	
490	zmhiconv	float	1.e+99	g	Maximum mass for convection.	
491	rnhiconv	float	1.e+99	cm	Maximum radius for convection.	
492	icutbin	integer	1	-	Truncate binary output files on restart/generation.	
493	nconvers	integer	<most	-	Recent version&gt; Version of the current convection output file.	
494	nwndvers	integer	<most	-	Recent version&gt; Version of the current wind output file.	
495	h1hign	float	0.01	-	Mass fraction of h1 burnt to write out the #hign dump.	
496	wimp	float	0.	GeV	WIMP mass.	
497	ipdtmin	integer	0	-	Minimum time between plot outputs in seconds.	
498	minneug	integer	-1	-	log of minimum neutrino energy generation (deposition?) for .cnv output file.	
499	minneul	integer	-1	-	log of minimum neutrino energy loss (deposition?) for .cnv output file.	
500	minneugd	integer	21	-	log of minimum neutrino energy generation (deposition?) per cm for .cnv output file.	
501	minneuld	integer	21	-	log of minimum neutrino energy loss per cm for .cnv output file.	
502	wimpsip	float	1.e-43	cm**2	Spin-independent cross section of WIMPs on protons.	
503	wimpsin	float	1.e-43	cm**2	Spin-independent cross section of WIMPs on protons.	
504	wimpsdp	float	1.e-38	cm**2	Spin-dependent cross section of WIMPs on protons.	
505	wimpsdn	float	1.e-38	cm**2	Spin-dependent cross section of WIMPs on protons.	
506	wimprho0	float	1.e+13	GeV/cm**3	WIMP density.	
507	wimpv0	float	1.e+6	cm/s	WIMP velocity dispersion.	
508	wimpvelo	float	0.	cm/s	Velocity of star relative to WIMP dark matter halo.	
509	iwimpb	integer	1	-	Network to use for WIMP cross section calculations.	
510	angw0	float	0.	rad/s	Angular velocity of the inner angw0m (p 511) mass.	
511	angw0m	float	-1.	g	Mass coordinate (not including summ0 (p 61)) for which inner angular velocity angw0 (p 510) is set.	
512	angjacc	float	0.	cm/s**2	Specific angular momentum of newly accreted material.	
513	zoneymax	float	1.e+99	-	Do not dezone zones with xm (i)/ym (i) \(&gt;\) zoneymax (p 513).	
514	accdepth	float	0.	-	Depth where mass is to be accreted.	
515	pulse051	float	0.	B	Initial pulsar rotational energy.	
516	pulsb15	float	0.	1.e+15 G	Asymptotic pulsar magnetic field at late times.	
517	nzpuls	integer	10	-	Number of zones over which to distribute pulsar energy.	
518	fracadz	float	2.	-	Maximum ratio of mass accreting zone before it is forced to adzone.	
519	losseadv	integer	1	-	Include energy term from advection in mass loss.	
520	iacceadv	integer	1	-	Include energy term from advection in accretion.	
521	iaccadv	integer	1	-	Advection of composition during accretion.	
522	tnumin	float	1.e+7	-	Minimum temperature for neutrino losses if APPROX and BURN are not active.	
523	isurf	integer	0	-	Do atmosphere model for boundary pressure and temperature if set to  1.	
524	nlogout	integer	1	-	Output log file if set to 1.	
525	ipnuc	integer	1	-	Do nuclear burning/energy generation.	
526	ipnu	integer	1	-	Do neutrino losses.	
527	amasslow	float	-1.e+99	-	Minimum mass coordinate for APPROX network.	
528	umasslow	float	-1.e+99	-	Minimum mass for neutrino losses.	
529	idecmode	integer	1	-	Mode for &#8220;decretion&#8221; model.	
530	decrate	float	0.	-	Rate of mass decretion from inner zone.	
531	fracdec	float	1.	-	Fraction of mass of inner zone for dezoning if in decretion mode.	
532	jmdec	integer	1	-	Zone from which to remove mass in decretion.	
533	lumfile	integer	0	-	Use nameprob.lum file for time-dependent base luminosity.	
534	acctimef	float	1.	-	Multiply accretion time and time scale by this factor for accretion data from a file.	
535	xl0timef	float	1.	-	Multiply base luminosity time and time scale by this factor for accretion data from a file.	
536	nsekout	integer	0	-	Write out data file for NuGrid every nsekout (p 536) cycles.	
537	iadapv	integer	1	-	Verbosity of adapent output.	
538	ittyv	integer	1	-	Verbosity of tty output.	
539	ihe4cc	integer	1	-	Switch on charged current neutrino reactions on he4 if set to 1.	
540	inuenc	integer	1	-	Switch on neutral current due to electron neutrinos if set to 1.	
541	inuebnc	integer	1	-	Switch on neutral current due to electron anti-neutrinos if set to 1.	
542	ibdatov	integer	0	-	Overwriting of hard-coded and bdat rates.	
543	h1hm2	float	0.02	-	Mass fraction of h1 burnt to write out the #hm2 dump.	
544	h1hm5	float	0.05	-	Mass fraction of h1 burnt to write out the #hm5 dump.	
545	h1hm10	float	0.1	-	Mass fraction of h1 burnt to write out the #hm10 dump.	
546	nentout	integer	0	-	Frequency to write out *.ent file.	
547	nentlev	integer	0	-	Number of levels to write out in *.ent file.	
548	entdm	float	0.5	Msun	Mass of level interval to write out into *.ent file.	
549	xl0ratef	float	1.	-	Multiplier on luminosity from base from time-dependent input file.	
550	accratef	float	1.	-	Multiplier on accretion rate from time-dependent input file.	
551	nangdis	integer	0	-	Rotational energy source from dissipation.	
552	xmagfbr	float	0.0001	-	Strength of equipartition radial magnetic field used for simple dynamo with magnet (p 423) \(=\) 8.	
553	xmagfbt	float	0.01	-	Strength of equipartition toroidal magnetic field used for simple dynamo with magnet (p 423) \(=\) 8.	
554	accdnfac	float	0.5	-	Density of newly accreted zone relative to outermost zone.	
555	taucorot	float	0.	s	Time scale on which co-rotation is established.	
556	iccrate	integer	0	-	Select rate for \(^{12}\mathrm{C}\)\(+\)\(^{12}\mathrm{C}\) rate.	
557	nidecay	integer	1	-	Switch for \(^{56}\mathrm{Ni}\) decay energy depositon in supernova after explosion.	
558	nnuout	integer	0	-	Write out data file for neutrino information every nnuout (p 558) cycles.	
559	pulsb150	float	1.	1.e+15 G	Initial magnetic field strength.	
560	pulstau	float	100.	1.e+15 G	Decay time of initial magnetic field toward.	
561	xheatl	float	0.	erg/s	Rate of energy deposition from extra heating.	
562	xheatym	float	-1.e+99	g	Center of mass where energy is deposited; mass is measured relative to surface.	
563	xheatdm	float	0.	g	Width (Gaussian) in mass where energy is deposited.
564	rmaxeadv	float	1.e99	-	None	170013
565	osfactor	float	1.	-	Factor to multiply Brummell et al. 2002 prescription for overshooting length (only active if brumoson > 0)
566	osherwig	float	0.	-	Factor to multiply pressure scale height for overshoot length (only active if osfactor == 0 and brumoson > 0)
567	osmin	float	0.	cm**2/s	Minimum diffusion coefficient for overshoot
568	scpower	float	1.	-	Power on density ratio for semi-convection length
569	scfactor	float	1.	-	Multiplier on semi-convection length
570	brumoson	float	0.	-	Turn Brummell et al. 2002 overshoot on if > 0.
571	woodscon	float	0.	-	Turn Wood et al. 2013 semi-convection on if > 0.
